"","posteam","season","game_id","home_team","away_team","home_score","away_score","touchdown","fourth_down_attempt","punt_inside_twenty","own_kickoff_recovery","extra_point_good","field_goal_made","return_touchdown","two_point_success","pass_touchdown","rush_touchdown","interception","fumble_lost","safety","offensive_retention","defensive_retention","special_retention"
"1522","CAR",2014,"2014_03_PIT_CAR","CAR","PIT",19,37,2,1,2,0,1,2,0,0,2,0,0,1,0,15,21,3
"1523","CAR",2014,"2014_13_CAR_MIN","MIN","CAR",31,13,3,1,1,0,1,2,0,0,1,0,1,0,0,15,21,3
"1524","CAR",2014,"2014_05_CHI_CAR","CAR","CHI",31,24,3,0,2,0,4,1,0,0,2,1,1,2,0,15,21,3
"1525","CAR",2014,"2014_06_CAR_CIN","CIN","CAR",37,37,4,2,0,0,4,3,0,0,2,2,1,0,0,15,21,3
"1526","CAR",2014,"2014_16_CLE_CAR","CAR","CLE",17,13,2,0,1,0,2,1,0,0,1,1,1,0,0,15,21,3
"1527","CAR",2014,"2014_02_DET_CAR","CAR","DET",24,7,2,0,1,0,1,3,0,1,1,1,0,0,0,15,21,3
"1528","CAR",2014,"2014_11_ATL_CAR","CAR","ATL",17,19,2,0,3,0,2,1,0,0,2,0,2,0,0,15,21,3
"1529","CAR",2014,"2014_09_NO_CAR","CAR","NO",10,28,1,0,3,0,1,1,0,0,0,1,1,1,0,15,21,3
"1530","CAR",2014,"2014_17_CAR_ATL","ATL","CAR",3,34,2,1,2,0,4,2,0,0,1,1,0,0,0,15,21,3
"1531","CAR",2014,"2014_04_CAR_BAL","BAL","CAR",38,10,1,0,0,0,1,1,0,0,1,0,0,1,0,15,21,3
"1532","CAR",2014,"2014_08_SEA_CAR","CAR","SEA",9,13,0,2,1,0,0,3,0,0,0,0,1,1,0,15,21,3
"1533","CAR",2014,"2014_07_CAR_GB","GB","CAR",38,17,2,1,2,0,2,1,0,0,2,0,1,0,0,15,21,3
"1534","CAR",2014,"2014_15_TB_CAR","CAR","TB",19,17,1,0,3,0,1,4,0,0,1,0,0,1,0,15,21,3
"1535","CAR",2014,"2014_14_CAR_NO","NO","CAR",10,41,5,0,2,0,5,2,0,0,3,2,0,0,0,15,21,3
"1536","CAR",2015,"2015_15_CAR_NYG","NYG","CAR",35,38,5,0,1,0,5,1,0,0,5,0,0,1,0,22,18,3
"1537","CAR",2015,"2015_16_CAR_ATL","ATL","CAR",20,13,1,1,2,0,1,2,0,0,0,1,0,1,0,22,18,3
"1538","CAR",2015,"2015_02_HOU_CAR","CAR","HOU",24,17,3,0,0,0,3,1,0,0,2,1,1,0,0,22,18,3
"1539","CAR",2015,"2015_03_NO_CAR","CAR","NO",27,22,4,1,1,0,3,2,1,0,2,1,0,0,0,22,18,3
"1540","CAR",2015,"2015_09_GB_CAR","CAR","GB",37,29,4,0,0,0,4,3,0,0,3,1,1,0,0,22,18,3
"1541","CAR",2015,"2015_14_ATL_CAR","CAR","ATL",38,0,5,1,0,0,5,1,0,0,3,2,0,0,0,22,18,3
"1542","CAR",2015,"2015_13_CAR_NO","NO","CAR",38,41,7,2,1,0,5,0,1,0,5,1,1,2,0,22,18,3
"1543","CAR",2015,"2015_11_WAS_CAR","CAR","WAS",44,16,5,1,1,0,5,3,0,0,5,0,0,0,1,22,18,3
"1544","CAR",2015,"2015_17_TB_CAR","CAR","TB",38,10,5,0,2,0,5,1,0,0,2,3,0,3,0,22,18,3
"1545","CAR",2015,"2015_04_CAR_TB","TB","CAR",23,37,3,0,2,0,4,3,0,0,2,0,0,1,0,22,18,3
"1546","CAR",2015,"2015_01_CAR_JAX","JAX","CAR",9,20,1,1,2,0,2,2,0,0,1,0,1,0,0,22,18,3
"1547","CAR",2015,"2015_07_PHI_CAR","CAR","PHI",27,16,3,0,3,0,3,2,0,0,1,2,3,0,0,22,18,3
"1548","CAR",2015,"2015_06_CAR_SEA","SEA","CAR",23,27,4,1,1,0,3,0,0,0,1,3,2,0,0,22,18,3
"1549","CAR",2015,"2015_10_CAR_TEN","TEN","CAR",10,27,3,0,2,0,3,2,0,0,1,2,0,0,0,22,18,3
"1550","CAR",2015,"2015_08_IND_CAR","CAR","IND",29,26,3,2,1,0,2,3,0,0,2,1,1,2,0,22,18,3
"1551","CAR",2015,"2015_12_CAR_DAL","DAL","CAR",14,33,1,0,1,0,3,4,0,0,0,1,0,0,0,22,18,3
"1552","CAR",2016,"2016_09_CAR_LA","LA","CAR",10,13,1,0,3,0,1,2,0,0,1,0,0,0,0,22,22,2
"1553","CAR",2016,"2016_16_ATL_CAR","CAR","ATL",16,33,1,4,2,0,1,3,0,0,1,0,2,0,0,22,22,2
"1554","CAR",2016,"2016_06_CAR_NO","NO","CAR",41,38,5,1,4,0,3,1,0,1,2,3,1,1,0,22,22,2
"1555","CAR",2016,"2016_01_CAR_DEN","DEN","CAR",21,20,2,0,0,0,2,2,0,0,1,1,1,0,0,22,22,2
"1556","CAR",2016,"2016_14_SD_CAR","CAR","LAC",28,16,2,1,2,0,2,4,0,0,1,1,1,0,0,22,22,2
"1557","CAR",2016,"2016_04_CAR_ATL","ATL","CAR",48,33,4,1,4,0,2,1,1,2,3,0,2,0,0,22,22,2
"1558","CAR",2016,"2016_02_SF_CAR","CAR","SF",46,27,4,0,3,0,4,4,0,0,4,0,1,3,0,22,22,2
"1559","CAR",2016,"2016_15_CAR_WAS","WAS","CAR",15,26,2,0,3,0,2,4,0,0,2,0,0,0,0,22,22,2
"1560","CAR",2016,"2016_13_CAR_SEA","SEA","CAR",40,7,1,1,3,0,1,0,0,0,1,0,1,1,0,22,22,2
"1561","CAR",2016,"2016_17_CAR_TB","TB","CAR",17,16,3,2,1,0,1,1,1,0,1,1,3,0,0,22,22,2
"1562","CAR",2016,"2016_08_ARI_CAR","CAR","ARI",30,20,2,2,1,0,3,3,0,0,0,2,0,1,0,22,22,2
"1563","CAR",2016,"2016_12_CAR_OAK","LV","CAR",35,32,6,1,1,0,2,0,1,0,2,3,1,1,0,22,22,2
"1564","CAR",2016,"2016_05_TB_CAR","CAR","TB",14,17,2,1,1,0,2,0,0,0,0,2,2,1,0,22,22,2
"1565","CAR",2016,"2016_10_KC_CAR","CAR","KC",17,20,3,1,0,0,2,1,1,0,1,1,1,1,0,22,22,2
"1566","CAR",2016,"2016_11_NO_CAR","CAR","NO",23,20,2,0,1,0,2,3,0,0,1,1,0,0,0,22,22,2
"1567","CAR",2016,"2016_03_MIN_CAR","CAR","MIN",10,22,2,2,2,0,1,1,1,0,0,1,3,0,1,22,22,2
"1568","CAR",2017,"2017_03_NO_CAR","CAR","NO",13,34,1,0,0,0,1,2,0,0,0,1,3,0,0,21,21,3
"1569","CAR",2017,"2017_14_MIN_CAR","CAR","MIN",31,24,4,0,2,0,4,1,0,0,1,3,1,0,0,21,21,3
"1570","CAR",2017,"2017_15_GB_CAR","CAR","GB",31,24,4,0,2,1,4,1,0,0,4,0,0,0,0,21,21,3
"1571","CAR",2017,"2017_17_CAR_ATL","ATL","CAR",22,10,1,1,0,0,1,1,0,0,1,0,3,0,0,21,21,3
"1572","CAR",2017,"2017_16_TB_CAR","CAR","TB",22,19,2,1,2,0,1,3,1,0,0,1,1,0,0,21,21,3
"1573","CAR",2017,"2017_13_CAR_NO","NO","CAR",31,21,3,2,2,0,3,0,0,0,2,1,0,0,0,21,21,3
"1574","CAR",2017,"2017_08_CAR_TB","TB","CAR",3,17,2,0,4,0,2,1,0,0,1,1,1,0,0,21,21,3
"1575","CAR",2017,"2017_04_CAR_NE","NE","CAR",30,33,4,0,0,0,3,2,0,0,3,1,1,1,0,21,21,3
"1576","CAR",2017,"2017_06_PHI_CAR","CAR","PHI",23,28,2,3,3,0,2,3,0,0,1,1,3,0,0,21,21,3
"1577","CAR",2017,"2017_10_MIA_CAR","CAR","MIA",45,21,6,0,1,0,6,1,0,0,4,2,0,0,0,21,21,3
"1578","CAR",2017,"2017_02_BUF_CAR","CAR","BUF",9,3,0,0,2,0,0,3,0,0,0,0,0,0,0,21,21,3
"1579","CAR",2017,"2017_07_CAR_CHI","CHI","CAR",17,3,2,1,1,0,0,1,2,0,0,0,2,1,0,21,21,3
"1580","CAR",2017,"2017_01_CAR_SF","SF","CAR",3,23,2,0,1,0,2,3,0,0,2,0,1,1,0,21,21,3
"1581","CAR",2017,"2017_12_CAR_NYJ","NYJ","CAR",27,35,2,1,2,0,0,3,0,1,0,2,0,0,0,21,21,3
"1582","CAR",2017,"2017_05_CAR_DET","DET","CAR",24,27,3,0,0,0,3,2,0,0,3,0,0,0,0,21,21,3
"1583","CAR",2017,"2017_09_ATL_CAR","CAR","ATL",20,17,2,2,3,0,2,2,0,0,0,2,0,2,0,21,21,3
"1584","CAR",2018,"2018_06_CAR_WAS","WAS","CAR",23,17,2,1,0,0,0,1,0,1,2,0,1,1,0,25,24,3
"1585","CAR",2018,"2018_15_NO_CAR","CAR","NO",9,12,1,2,1,0,1,0,0,0,1,0,1,1,0,25,24,3
"1586","CAR",2018,"2018_14_CAR_CLE","CLE","CAR",26,20,2,3,2,0,2,2,0,0,0,2,1,0,0,25,24,3
"1587","CAR",2018,"2018_09_TB_CAR","CAR","TB",42,28,6,1,1,0,6,0,0,0,2,4,0,0,0,25,24,3
"1588","CAR",2018,"2018_11_CAR_DET","DET","CAR",20,19,3,0,1,0,1,0,0,0,3,0,1,0,0,25,24,3
"1589","CAR",2018,"2018_08_BAL_CAR","CAR","BAL",36,21,4,1,2,0,3,3,0,0,2,2,0,0,0,25,24,3
"1590","CAR",2018,"2018_12_SEA_CAR","CAR","SEA",27,30,3,1,1,0,3,2,0,0,2,1,1,0,0,25,24,3
"1591","CAR",2018,"2018_07_CAR_PHI","PHI","CAR",17,21,3,1,3,0,1,0,0,1,2,1,0,0,0,25,24,3
"1592","CAR",2018,"2018_05_NYG_CAR","CAR","NYG",33,31,3,1,2,0,3,4,1,0,2,0,2,1,0,25,24,3
"1593","CAR",2018,"2018_17_CAR_NO","NO","CAR",14,33,4,2,0,0,3,2,0,0,2,2,0,0,0,25,24,3
"1594","CAR",2018,"2018_10_CAR_PIT","PIT","CAR",52,21,4,1,2,0,3,0,1,0,2,1,1,1,0,25,24,3
"1595","CAR",2018,"2018_16_ATL_CAR","CAR","ATL",10,24,1,2,1,0,1,1,0,0,1,0,3,1,0,25,24,3
"1596","CAR",2018,"2018_13_CAR_TB","TB","CAR",24,17,2,1,0,0,2,1,0,0,2,0,4,0,0,25,24,3
"1597","CAR",2018,"2018_03_CIN_CAR","CAR","CIN",31,21,4,1,3,0,4,1,0,0,2,2,0,0,0,25,24,3
"1598","CAR",2018,"2018_02_CAR_ATL","ATL","CAR",31,24,3,1,2,0,3,1,0,0,3,0,1,0,0,25,24,3
"1599","CAR",2018,"2018_01_DAL_CAR","CAR","DAL",16,8,2,0,3,0,1,1,0,0,0,2,0,1,0,25,24,3
"1600","CAR",2019,"2019_09_TEN_CAR","CAR","TEN",30,20,4,2,3,0,3,1,0,0,2,2,1,0,0,23,25,3
"1601","CAR",2019,"2019_17_NO_CAR","CAR","NO",10,42,2,2,4,0,1,1,1,0,0,1,2,1,0,23,25,3
"1602","CAR",2019,"2019_05_JAX_CAR","CAR","JAX",34,27,4,1,3,0,4,0,0,0,1,3,0,0,0,23,25,3
"1603","CAR",2019,"2019_16_CAR_IND","IND","CAR",38,6,2,4,0,0,0,2,2,0,0,0,3,0,0,23,25,3
"1604","CAR",2019,"2019_11_ATL_CAR","CAR","ATL",3,29,1,5,0,0,0,1,1,0,0,0,4,0,0,23,25,3
"1605","CAR",2019,"2019_08_CAR_SF","SF","CAR",51,13,1,2,1,0,0,1,0,1,0,1,3,0,0,23,25,3
"1606","CAR",2019,"2019_02_TB_CAR","CAR","TB",14,20,0,3,2,0,0,4,0,0,0,0,0,1,0,23,25,3
"1607","CAR",2019,"2019_10_CAR_GB","GB","CAR",24,16,2,1,1,0,1,1,0,0,1,1,1,1,0,23,25,3
"1608","CAR",2019,"2019_12_CAR_NO","NO","CAR",34,31,4,1,0,0,1,2,0,0,3,1,0,0,0,23,25,3
"1609","CAR",2019,"2019_04_CAR_HOU","HOU","CAR",10,16,1,0,3,0,1,3,0,0,0,1,0,3,0,23,25,3
"1610","CAR",2019,"2019_06_CAR_TB","TB","CAR",26,37,4,1,2,0,4,3,0,0,2,2,0,1,0,23,25,3
"1611","CAR",2019,"2019_14_CAR_ATL","ATL","CAR",40,20,2,0,1,0,2,2,0,0,1,1,2,2,0,23,25,3
"1612","CAR",2019,"2019_15_SEA_CAR","CAR","SEA",24,30,3,0,2,0,3,1,0,0,1,2,3,0,0,23,25,3
"1613","CAR",2019,"2019_03_CAR_ARI","ARI","CAR",20,38,5,0,1,0,5,1,0,0,4,1,0,1,0,23,25,3
"1614","CAR",2019,"2019_13_WAS_CAR","CAR","WAS",21,29,3,2,1,0,3,0,0,0,2,1,1,1,0,23,25,3
"1615","CAR",2019,"2019_01_LA_CAR","CAR","LA",27,30,3,0,1,0,3,2,0,0,0,3,1,2,0,23,25,3
"1616","CAR",2020,"2020_11_DET_CAR","CAR","DET",20,0,2,0,0,0,2,2,0,0,1,1,2,0,0,22,19,3
"1617","CAR",2020,"2020_04_ARI_CAR","CAR","ARI",31,21,4,1,1,0,4,1,0,0,2,2,1,0,0,22,19,3
"1618","CAR",2020,"2020_15_CAR_GB","GB","CAR",24,16,1,2,2,0,1,3,0,0,0,1,0,1,0,22,19,3
"1619","CAR",2020,"2020_17_NO_CAR","CAR","NO",7,33,1,4,0,0,1,0,0,0,0,1,5,0,0,22,19,3
"1620","CAR",2020,"2020_12_CAR_MIN","MIN","CAR",28,27,1,1,3,0,3,2,0,0,1,0,1,1,0,22,19,3
"1621","CAR",2020,"2020_16_CAR_WAS","WAS","CAR",13,20,3,3,5,0,2,0,1,0,1,1,1,2,0,22,19,3
"1622","CAR",2020,"2020_03_CAR_LAC","LAC","CAR",16,21,1,0,1,0,0,5,0,0,1,0,0,0,0,22,19,3
"1623","CAR",2020,"2020_01_LV_CAR","CAR","LV",30,34,3,2,0,0,1,3,0,1,1,2,0,0,0,22,19,3
"1624","CAR",2020,"2020_09_CAR_KC","KC","CAR",33,31,4,3,0,0,4,1,0,0,2,2,0,0,0,22,19,3
"1625","CAR",2020,"2020_07_CAR_NO","NO","CAR",27,24,3,0,1,0,3,1,0,0,2,1,0,0,0,22,19,3
"1626","CAR",2020,"2020_02_CAR_TB","TB","CAR",31,17,2,2,1,0,2,1,0,0,0,2,2,2,0,22,19,3
"1627","CAR",2020,"2020_14_DEN_CAR","CAR","DEN",27,32,4,1,2,0,3,2,1,0,0,3,0,0,0,22,19,3
"1628","CAR",2020,"2020_08_ATL_CAR","CAR","ATL",17,25,2,3,2,0,2,1,0,0,1,1,1,0,0,22,19,3
"1629","CAR",2020,"2020_10_TB_CAR","CAR","TB",23,46,3,3,2,0,2,1,0,0,2,1,1,0,0,22,19,3
"1630","CAR",2020,"2020_06_CHI_CAR","CAR","CHI",16,23,1,2,0,0,1,3,0,0,0,1,2,1,0,22,19,3
"1631","CAR",2020,"2020_05_CAR_ATL","ATL","CAR",16,23,2,0,1,0,2,3,0,0,2,0,0,0,0,22,19,3
"1632","CAR",2021,"2021_09_NE_CAR","CAR","NE",6,24,1,1,0,0,0,2,1,0,0,0,3,0,0,20,20,2
"1633","CAR",2021,"2021_04_CAR_DAL","DAL","CAR",36,28,4,3,0,0,4,0,0,0,2,2,2,0,0,20,20,2
"1634","CAR",2021,"2021_06_MIN_CAR","CAR","MIN",28,34,2,2,3,0,2,2,0,1,1,1,1,2,0,20,20,2
"1635","CAR",2021,"2021_05_PHI_CAR","CAR","PHI",18,21,1,0,3,0,1,3,0,0,1,0,3,0,0,20,20,2
"1636","CAR",2021,"2021_10_CAR_ARI","ARI","CAR",10,34,3,0,1,0,2,4,0,1,1,2,1,1,0,20,20,2
"1637","CAR",2021,"2021_07_CAR_NYG","NYG","CAR",25,3,0,4,0,0,0,1,0,0,0,0,1,0,1,20,20,2
"1638","CAR",2021,"2021_18_CAR_TB","TB","CAR",41,17,2,6,2,0,2,1,0,0,2,0,1,1,0,20,20,2
"1639","CAR",2021,"2021_08_CAR_ATL","ATL","CAR",13,19,1,0,1,0,1,4,0,0,0,1,0,1,0,20,20,2
"1640","CAR",2021,"2021_14_ATL_CAR","CAR","ATL",21,29,4,3,1,0,3,0,1,0,1,2,2,1,0,20,20,2
"1641","CAR",2021,"2021_01_NYJ_CAR","CAR","NYJ",19,14,2,1,2,0,1,2,0,0,1,1,0,1,0,20,20,2
"1642","CAR",2021,"2021_15_CAR_BUF","BUF","CAR",31,14,2,5,1,0,0,0,0,1,1,1,1,0,0,20,20,2
"1643","CAR",2021,"2021_02_NO_CAR","CAR","NO",26,7,3,0,3,0,2,2,0,0,2,1,1,0,0,20,20,2
"1644","CAR",2021,"2021_11_WAS_CAR","CAR","WAS",21,27,3,3,0,0,3,0,0,0,2,1,0,0,0,20,20,2
"1645","CAR",2021,"2021_16_TB_CAR","CAR","TB",6,32,0,2,1,0,0,2,0,0,0,0,1,0,0,20,20,2
"1646","CAR",2021,"2021_17_CAR_NO","NO","CAR",18,10,1,0,1,0,1,1,0,0,0,1,1,1,0,20,20,2
"1647","CAR",2021,"2021_03_CAR_HOU","HOU","CAR",9,24,3,1,0,0,3,1,0,0,0,3,0,0,0,20,20,2
"1648","CAR",2021,"2021_12_CAR_MIA","MIA","CAR",33,10,2,3,0,0,1,1,0,0,0,1,3,0,0,20,20,2
"1649","CAR",2022,"2022_03_NO_CAR","CAR","NO",22,14,1,1,4,0,1,3,0,0,1,0,0,0,0,21,24,3
"1650","CAR",2022,"2022_05_SF_CAR","CAR","SF",15,37,2,5,2,0,0,3,1,0,0,1,1,0,0,21,24,3
"1651","CAR",2022,"2022_14_CAR_SEA","SEA","CAR",24,30,3,2,0,0,3,3,0,0,1,2,0,0,0,21,24,3
"1652","CAR",2022,"2022_02_CAR_NYG","NYG","CAR",19,16,1,1,4,0,1,3,0,0,1,0,0,2,0,21,24,3
"1653","CAR",2022,"2022_07_TB_CAR","CAR","TB",21,3,3,0,2,0,3,0,0,0,2,1,0,0,0,21,24,3
"1654","CAR",2022,"2022_10_ATL_CAR","CAR","ATL",25,15,2,0,2,0,1,4,0,0,0,2,0,0,0,21,24,3
"1655","CAR",2022,"2022_18_CAR_NO","NO","CAR",7,10,1,0,4,0,1,1,0,0,0,0,2,0,0,21,24,3
"1656","CAR",2022,"2022_17_CAR_TB","TB","CAR",30,24,3,2,3,0,3,1,0,0,3,0,1,2,0,21,24,3
"1657","CAR",2022,"2022_06_CAR_LA","LA","CAR",24,10,0,0,3,0,1,1,0,0,0,0,1,0,0,21,24,3
"1658","CAR",2022,"2022_09_CAR_CIN","CIN","CAR",42,21,3,1,2,0,3,0,0,0,2,1,2,1,0,21,24,3
"1659","CAR",2022,"2022_01_CLE_CAR","CAR","CLE",24,26,3,0,0,0,3,1,0,0,1,2,1,0,0,21,24,3
"1660","CAR",2022,"2022_12_DEN_CAR","CAR","DEN",23,10,2,2,4,1,2,3,0,0,1,1,0,0,0,21,24,3
"1661","CAR",2022,"2022_08_CAR_ATL","ATL","CAR",37,34,5,2,1,0,2,2,1,1,1,3,1,0,0,21,24,3
"1662","CAR",2022,"2022_15_PIT_CAR","CAR","PIT",16,24,1,0,1,0,1,3,0,0,1,0,0,0,0,21,24,3
"1663","CAR",2022,"2022_04_ARI_CAR","CAR","ARI",16,26,1,3,1,0,1,1,0,0,1,0,2,1,0,21,24,3
"1664","CAR",2022,"2022_16_DET_CAR","CAR","DET",37,23,4,1,2,0,4,3,0,0,1,3,0,0,0,21,24,3
"1665","CAR",2022,"2022_11_CAR_BAL","BAL","CAR",13,3,0,1,4,0,0,1,0,0,0,0,2,1,0,21,24,3
"1666","CAR",2023,"2023_10_CAR_CHI","CHI","CAR",16,13,0,3,3,0,1,2,0,0,0,0,0,0,0,19,17,3
"1667","CAR",2023,"2023_01_CAR_ATL","ATL","CAR",24,10,1,2,1,0,1,1,0,0,1,0,2,1,0,19,17,3
"1668","CAR",2023,"2023_08_HOU_CAR","CAR","HOU",15,13,1,2,1,0,0,3,0,0,1,0,0,0,0,19,17,3
"1669","CAR",2023,"2023_05_CAR_DET","DET","CAR",42,24,3,1,1,0,3,1,0,0,3,0,2,1,0,19,17,3
"1670","CAR",2023,"2023_15_ATL_CAR","CAR","ATL",9,7,0,2,2,0,0,3,0,0,0,0,0,0,0,19,17,3
"1671","CAR",2023,"2023_13_CAR_TB","TB","CAR",21,18,2,3,1,0,1,1,0,1,0,2,1,0,0,19,17,3
"1672","CAR",2023,"2023_18_TB_CAR","CAR","TB",0,9,0,2,1,0,0,0,0,0,0,0,0,2,0,19,17,3
"1673","CAR",2023,"2023_11_DAL_CAR","CAR","DAL",10,33,2,3,1,0,1,1,1,0,1,0,1,1,0,19,17,3
"1674","CAR",2023,"2023_06_CAR_MIA","MIA","CAR",42,21,2,4,1,0,3,0,0,0,1,1,0,0,0,19,17,3
"1675","CAR",2023,"2023_02_NO_CAR","CAR","NO",17,20,1,1,2,0,0,3,0,1,1,0,0,1,0,19,17,3
"1676","CAR",2023,"2023_03_CAR_SEA","SEA","CAR",37,27,3,1,3,0,3,2,0,0,2,1,0,0,0,19,17,3
"1677","CAR",2023,"2023_16_GB_CAR","CAR","GB",30,33,4,2,1,0,1,1,0,1,2,2,0,0,0,19,17,3
"1678","CAR",2023,"2023_17_CAR_JAX","JAX","CAR",26,0,0,6,1,0,0,0,0,0,0,0,1,0,0,19,17,3
"1679","CAR",2023,"2023_14_CAR_NO","NO","CAR",28,6,1,7,0,0,0,2,1,0,0,0,0,2,0,19,17,3
"1680","CAR",2023,"2023_09_IND_CAR","CAR","IND",13,27,3,3,2,0,1,2,2,0,1,0,3,1,0,19,17,3
"1681","CAR",2023,"2023_12_CAR_TEN","TEN","CAR",17,10,1,3,2,0,1,1,0,0,0,1,0,1,0,19,17,3
"1682","CAR",2023,"2023_04_MIN_CAR","CAR","MIN",13,21,1,3,2,0,1,2,1,0,0,0,0,1,0,19,17,3
"1683","CAR",2024,"2024_01_CAR_NO","NO","CAR",47,10,1,3,0,0,1,1,0,0,0,1,2,2,0,21,14,3
"1684","CAR",2024,"2024_04_CIN_CAR","CAR","CIN",24,34,3,3,1,0,3,1,0,0,2,1,1,0,0,21,14,3
"1685","CAR",2024,"2024_09_NO_CAR","CAR","NO",23,22,3,0,3,0,2,1,0,0,1,2,1,0,0,21,14,3
"1686","CAR",2024,"2024_14_CAR_PHI","PHI","CAR",22,16,2,5,1,0,1,1,0,0,1,1,1,0,0,21,14,3
"1687","CAR",2024,"2024_08_CAR_DEN","DEN","CAR",28,14,2,4,1,0,2,0,0,0,2,0,2,0,0,21,14,3
"1688","CAR",2024,"2024_18_CAR_ATL","ATL","CAR",38,44,6,1,2,0,5,1,0,0,3,3,0,0,0,21,14,3
"1689","CAR",2024,"2024_13_TB_CAR","CAR","TB",23,26,2,0,0,0,2,3,0,0,1,1,0,1,0,21,14,3
"1690","CAR",2024,"2024_07_CAR_WAS","WAS","CAR",40,7,2,1,2,0,1,0,1,0,0,1,2,0,0,21,14,3
"1691","CAR",2024,"2024_02_LAC_CAR","CAR","LAC",3,26,0,3,2,0,0,1,0,0,0,0,1,0,0,21,14,3
"1692","CAR",2024,"2024_16_ARI_CAR","CAR","ARI",36,30,5,2,1,0,3,1,0,0,2,3,0,0,0,21,14,3
"1693","CAR",2024,"2024_03_CAR_LV","LV","CAR",22,36,4,0,2,0,3,3,0,0,3,1,0,0,0,21,14,3
"1694","CAR",2024,"2024_06_ATL_CAR","CAR","ATL",20,38,2,1,1,0,2,2,0,0,2,0,2,0,0,21,14,3
"1695","CAR",2024,"2024_15_DAL_CAR","CAR","DAL",14,30,2,1,0,0,2,0,0,0,1,1,2,2,0,21,14,3
"1696","CAR",2024,"2024_12_KC_CAR","CAR","KC",27,30,2,2,1,0,1,4,0,1,1,1,0,0,0,21,14,3
"1697","CAR",2024,"2024_17_CAR_TB","TB","CAR",48,14,3,1,3,0,2,0,0,0,2,0,0,0,0,21,14,3
"1698","CAR",2024,"2024_10_NYG_CAR","CAR","NYG",20,17,2,0,3,0,2,2,0,0,1,1,0,1,0,21,14,3
"1699","CAR",2024,"2024_05_CAR_CHI","CHI","CAR",36,10,1,3,1,0,1,1,0,0,0,1,1,2,0,21,14,3
"1700","CHI",2004,"2004_01_DET_CHI","CHI","DET",16,20,3,0,4,0,2,0,0,0,0,2,2,2,0,19,17,2
"1701","CHI",2004,"2004_08_SF_CHI","CHI","SF",23,13,2,1,1,0,2,3,1,0,1,0,1,2,0,19,17,2
"1702","CHI",2004,"2004_11_IND_CHI","CHI","IND",10,41,1,1,0,0,1,1,0,0,1,0,2,3,0,19,17,2
"1703","CHI",2004,"2004_09_CHI_NYG","NYG","CHI",21,28,3,0,3,1,2,2,0,1,1,2,0,2,0,19,17,2
"1704","CHI",2004,"2004_17_GB_CHI","CHI","GB",14,31,3,3,3,0,2,0,1,0,0,2,1,0,0,19,17,2
"1705","CHI",2004,"2004_13_MIN_CHI","CHI","MIN",24,14,3,1,3,0,3,1,0,0,3,0,0,1,0,19,17,2
"1706","CHI",2004,"2004_06_WAS_CHI","CHI","WAS",10,13,0,1,3,0,1,1,0,0,0,0,1,0,0,19,17,2
"1707","CHI",2004,"2004_16_CHI_DET","DET","CHI",19,13,1,2,1,0,1,0,0,0,1,0,0,1,0,19,17,2
"1708","CHI",2004,"2004_03_CHI_MIN","MIN","CHI",27,22,2,1,0,0,1,3,0,0,0,2,0,1,0,19,17,2
"1709","CHI",2004,"2004_02_CHI_GB","GB","CHI",10,21,2,0,0,0,3,0,0,0,1,1,1,1,0,19,17,2
"1710","CHI",2004,"2004_14_CHI_JAX","JAX","CHI",22,3,0,1,2,0,0,1,0,0,0,0,1,1,1,19,17,2
"1711","CHI",2004,"2004_15_HOU_CHI","CHI","HOU",5,24,1,3,3,0,0,1,1,0,0,0,2,2,0,19,17,2
"1712","CHI",2004,"2004_12_CHI_DAL","DAL","CHI",21,7,0,1,3,0,1,0,0,0,0,0,2,1,0,19,17,2
"1713","CHI",2004,"2004_10_CHI_TEN","TEN","CHI",17,19,0,1,4,0,2,1,0,0,0,0,2,1,0,19,17,2
"1714","CHI",2004,"2004_07_CHI_TB","TB","CHI",19,7,1,2,3,0,1,0,0,0,0,1,1,1,0,19,17,2
"1715","CHI",2004,"2004_04_PHI_CHI","CHI","PHI",9,19,1,1,2,0,0,1,0,0,1,0,0,0,0,19,17,2
"1716","CHI",2005,"2005_16_CHI_GB","GB","CHI",17,24,3,1,2,0,3,1,1,0,1,1,1,0,0,20,20,1
"1717","CHI",2005,"2005_07_BAL_CHI","CHI","BAL",10,6,1,1,2,0,1,1,0,0,1,0,0,0,0,20,20,1
"1718","CHI",2005,"2005_11_CAR_CHI","CHI","CAR",13,3,1,0,1,0,1,2,0,0,1,0,1,0,0,20,20,1
"1719","CHI",2005,"2005_15_ATL_CHI","CHI","ATL",16,3,1,0,1,0,1,3,0,0,0,1,1,1,0,20,20,1
"1720","CHI",2005,"2005_01_CHI_WAS","WAS","CHI",9,7,1,0,3,0,1,0,0,0,0,1,1,1,0,20,20,1
"1721","CHI",2005,"2005_09_CHI_NO","NO","CHI",17,20,2,0,3,0,2,2,0,0,1,1,2,1,0,20,20,1
"1722","CHI",2005,"2005_14_CHI_PIT","PIT","CHI",21,9,1,2,0,0,0,1,0,0,0,1,0,0,0,20,20,1
"1723","CHI",2005,"2005_08_CHI_DET","DET","CHI",13,19,1,1,3,0,1,2,0,0,1,0,0,1,0,20,20,1
"1724","CHI",2005,"2005_17_CHI_MIN","MIN","CHI",34,10,1,4,2,0,1,1,0,0,1,0,0,0,0,20,20,1
