"","posteam","season","game_id","home_team","away_team","home_score","away_score","touchdown","fourth_down_attempt","punt_inside_twenty","own_kickoff_recovery","extra_point_good","field_goal_made","return_touchdown","two_point_success","pass_touchdown","rush_touchdown","interception","fumble_lost","safety","offensive_retention","defensive_retention","special_retention"
"4458","IND",2006,"2006_01_IND_NYG","NYG","IND",21,26,2,0,1,0,2,4,0,0,1,1,1,0,0,20,20,2
"4459","IND",2006,"2006_02_HOU_IND","IND","HOU",43,24,5,0,0,0,4,3,0,0,3,2,0,1,0,20,20,2
"4460","IND",2006,"2006_17_MIA_IND","IND","MIA",27,22,3,0,1,0,3,2,0,0,2,1,0,1,0,20,20,2
"4461","IND",2006,"2006_05_TEN_IND","IND","TEN",14,13,2,0,1,0,2,0,0,0,2,0,1,1,0,20,20,2
"4462","IND",2006,"2006_04_IND_NYJ","NYJ","IND",28,31,4,0,1,1,4,1,0,0,1,3,0,0,0,20,20,2
"4463","IND",2006,"2006_11_IND_DAL","DAL","IND",21,14,3,1,0,0,2,0,1,0,2,0,2,2,0,20,20,2
"4464","IND",2006,"2006_14_IND_JAX","JAX","IND",44,17,2,2,1,0,2,1,0,0,0,2,1,0,0,20,20,2
"4465","IND",2006,"2006_12_PHI_IND","IND","PHI",45,21,5,0,2,0,6,1,0,0,1,4,1,0,0,20,20,2
"4466","IND",2006,"2006_09_IND_NE","NE","IND",20,27,3,0,1,0,3,2,0,0,2,1,1,1,0,20,20,2
"4467","IND",2007,"2007_03_IND_HOU","HOU","IND",24,30,3,0,0,0,3,3,0,0,1,2,0,0,0,16,18,3
"4468","IND",2007,"2007_05_TB_IND","IND","TB",33,14,4,1,0,0,3,2,0,0,2,2,1,0,0,16,18,3
"4469","IND",2007,"2007_15_IND_OAK","LV","IND",14,21,1,2,1,0,1,2,0,1,1,0,1,0,0,16,18,3
"4470","IND",2007,"2007_11_KC_IND","IND","KC",13,10,1,1,0,0,1,2,0,0,0,1,1,1,0,16,18,3
"4471","IND",2007,"2007_07_IND_JAX","JAX","IND",7,29,3,1,2,0,3,2,0,0,1,2,1,0,0,16,18,3
"4472","IND",2007,"2007_13_JAX_IND","IND","JAX",28,25,4,0,1,0,4,0,0,0,4,0,1,0,0,16,18,3
"4473","IND",2007,"2007_09_NE_IND","IND","NE",20,24,2,0,1,0,2,2,0,0,1,1,1,1,0,16,18,3
"4474","IND",2007,"2007_08_IND_CAR","CAR","IND",7,31,4,1,1,0,4,1,0,0,2,2,0,2,0,16,18,3
"4475","IND",2007,"2007_17_TEN_IND","IND","TEN",10,16,1,1,4,0,1,1,0,0,1,0,0,1,0,16,18,3
"4476","IND",2007,"2007_10_IND_SD","LAC","IND",23,21,3,1,1,0,1,0,1,1,2,0,6,0,0,16,18,3
"4477","IND",2007,"2007_14_IND_BAL","BAL","IND",20,44,6,0,1,0,6,0,0,0,4,2,0,0,0,16,18,3
"4478","IND",2007,"2007_04_DEN_IND","IND","DEN",38,20,5,0,2,0,5,1,0,0,3,2,0,0,0,16,18,3
"4479","IND",2007,"2007_12_IND_ATL","ATL","IND",13,31,4,1,2,0,4,1,0,0,3,1,1,0,0,16,18,3
"4480","IND",2007,"2007_02_IND_TEN","TEN","IND",20,22,2,0,0,0,1,3,0,0,1,1,1,0,0,16,18,3
"4481","IND",2007,"2007_16_HOU_IND","IND","HOU",38,15,5,1,1,0,5,1,0,0,3,2,0,1,0,16,18,3
"4482","IND",2007,"2007_01_NO_IND","IND","NO",41,10,5,0,1,0,5,2,1,0,3,1,0,1,0,16,18,3
"4483","IND",2008,"2008_06_BAL_IND","IND","BAL",31,3,4,0,3,0,4,1,0,0,3,1,0,0,0,16,20,3
"4484","IND",2008,"2008_07_IND_GB","GB","IND",34,14,4,3,0,0,2,0,2,0,0,2,2,0,0,16,20,3
"4485","IND",2008,"2008_08_IND_TEN","TEN","IND",31,21,3,2,3,0,3,0,0,0,2,1,2,0,0,16,20,3
"4486","IND",2008,"2008_05_IND_HOU","HOU","IND",27,31,3,3,1,0,4,1,0,0,2,1,1,0,0,16,20,3
"4487","IND",2008,"2008_11_HOU_IND","IND","HOU",33,27,3,0,0,0,3,4,0,0,2,1,0,0,0,16,20,3
"4488","IND",2008,"2008_12_IND_SD","LAC","IND",20,23,2,2,3,0,2,3,0,0,2,0,1,0,0,16,20,3
"4489","IND",2008,"2008_16_IND_JAX","JAX","IND",24,31,3,0,2,0,4,1,0,0,3,0,0,0,0,16,20,3
"4490","IND",2008,"2008_17_TEN_IND","IND","TEN",23,0,2,0,2,0,2,3,0,0,1,0,0,0,0,16,20,3
"4491","IND",2008,"2008_03_JAX_IND","IND","JAX",21,23,4,1,2,0,3,0,1,0,1,2,2,0,0,16,20,3
"4492","IND",2008,"2008_14_CIN_IND","IND","CIN",35,3,4,1,0,0,5,0,0,0,3,1,0,1,0,16,20,3
"4493","IND",2008,"2008_15_DET_IND","IND","DET",31,21,4,1,3,0,4,1,0,0,1,3,0,0,0,16,20,3
"4494","IND",2008,"2008_02_IND_MIN","MIN","IND",15,18,2,0,2,0,1,1,0,1,1,1,2,0,0,16,20,3
"4495","IND",2008,"2008_09_NE_IND","IND","NE",18,15,2,0,0,0,1,1,0,1,2,0,0,0,0,16,20,3
"4496","IND",2008,"2008_10_IND_PIT","PIT","IND",20,24,3,0,1,0,3,1,0,0,3,0,0,0,0,16,20,3
"4497","IND",2008,"2008_13_IND_CLE","CLE","IND",6,10,0,1,0,0,1,1,0,0,0,0,2,1,0,16,20,3
"4498","IND",2008,"2008_01_CHI_IND","IND","CHI",13,29,2,2,1,0,1,2,1,0,1,0,0,1,1,16,20,3
"4499","IND",2009,"2009_08_SF_IND","IND","SF",18,14,1,1,2,0,0,4,0,0,1,0,0,0,0,20,22,2
"4500","IND",2009,"2009_14_DEN_IND","IND","DEN",28,16,4,1,1,0,4,0,0,0,4,0,3,0,0,20,22,2
"4501","IND",2009,"2009_07_IND_STL","LA","IND",6,42,5,0,2,0,6,0,0,0,3,2,0,0,0,20,22,2
"4502","IND",2009,"2009_03_IND_ARI","ARI","IND",10,31,4,2,0,0,4,1,0,0,4,0,1,0,0,20,22,2
"4503","IND",2009,"2009_16_NYJ_IND","IND","NYJ",15,29,3,1,2,0,0,1,1,0,0,2,1,1,0,20,22,2
"4504","IND",2009,"2009_12_IND_HOU","HOU","IND",27,35,4,1,1,0,5,0,0,0,3,1,2,0,0,20,22,2
"4505","IND",2009,"2009_09_HOU_IND","IND","HOU",20,17,2,1,3,0,2,2,0,0,1,1,2,0,0,20,22,2
"4506","IND",2009,"2009_13_TEN_IND","IND","TEN",27,17,3,0,2,1,3,2,0,0,1,2,0,0,0,20,22,2
"4507","IND",2009,"2009_05_IND_TEN","TEN","IND",9,31,4,1,2,0,4,1,0,0,3,1,1,0,0,20,22,2
"4508","IND",2009,"2009_04_SEA_IND","IND","SEA",34,17,4,0,0,1,4,2,0,0,2,2,1,0,0,20,22,2
"4509","IND",2009,"2009_10_NE_IND","IND","NE",35,34,5,0,1,0,5,0,0,0,4,1,2,0,0,20,22,2
"4510","IND",2009,"2009_02_IND_MIA","MIA","IND",23,27,3,0,0,0,3,2,0,0,2,1,0,0,0,20,22,2
"4511","IND",2009,"2009_15_IND_JAX","JAX","IND",31,35,5,0,1,0,5,0,1,0,4,0,1,0,0,20,22,2
"4512","IND",2009,"2009_11_IND_BAL","BAL","IND",15,17,2,0,1,0,2,1,0,0,1,1,2,2,0,20,22,2
"4513","IND",2009,"2009_01_JAX_IND","IND","JAX",14,12,2,2,2,0,2,0,0,0,1,1,1,1,0,20,22,2
"4514","IND",2009,"2009_17_IND_BUF","BUF","IND",30,7,1,1,1,0,1,0,0,0,0,1,2,1,0,20,22,2
"4515","IND",2010,"2010_08_HOU_IND","IND","HOU",30,17,2,1,2,0,3,3,0,0,2,0,0,0,0,19,20,3
"4516","IND",2010,"2010_16_IND_OAK","LV","IND",26,31,4,0,2,0,4,1,0,0,3,1,2,0,0,19,20,3
"4517","IND",2010,"2010_15_JAX_IND","IND","JAX",34,24,5,0,2,0,4,2,2,0,2,1,0,1,0,19,20,3
"4518","IND",2010,"2010_14_IND_TEN","TEN","IND",28,30,3,1,1,0,3,3,0,0,2,1,0,0,0,19,20,3
"4519","IND",2010,"2010_11_IND_NE","NE","IND",31,28,4,0,1,0,4,0,0,0,4,0,3,0,0,19,20,3
"4520","IND",2010,"2010_13_DAL_IND","IND","DAL",35,38,6,0,2,0,5,0,2,0,2,2,4,0,0,19,20,3
"4521","IND",2010,"2010_04_IND_JAX","JAX","IND",31,28,4,1,0,0,4,0,0,0,2,2,1,1,0,19,20,3
"4522","IND",2010,"2010_01_IND_HOU","HOU","IND",34,24,3,1,2,0,3,1,0,0,3,0,0,1,0,19,20,3
"4523","IND",2010,"2010_17_TEN_IND","IND","TEN",23,20,2,0,0,0,2,3,0,0,2,0,0,1,0,19,20,3
"4524","IND",2010,"2010_09_IND_PHI","PHI","IND",26,24,3,1,1,0,3,1,0,0,1,2,2,0,0,19,20,3
"4525","IND",2010,"2010_12_SD_IND","IND","LAC",14,36,4,2,1,0,2,0,2,0,2,0,4,1,0,19,20,3
"4526","IND",2010,"2010_02_NYG_IND","IND","NYG",38,14,4,0,3,0,5,1,0,0,3,1,0,1,0,19,20,3
"4527","IND",2010,"2010_10_CIN_IND","IND","CIN",23,17,1,0,3,1,2,3,0,0,0,1,0,0,0,19,20,3
"4528","IND",2010,"2010_03_IND_DEN","DEN","IND",13,27,3,0,1,0,3,2,0,0,3,0,0,1,0,19,20,3
"4529","IND",2010,"2010_05_KC_IND","IND","KC",19,9,1,1,1,0,1,4,0,0,0,1,1,0,0,19,20,3
"4530","IND",2010,"2010_06_IND_WAS","WAS","IND",24,27,3,0,1,0,3,2,0,0,2,1,0,2,0,19,20,3
"4531","IND",2011,"2011_10_JAX_IND","IND","JAX",3,17,0,1,2,0,0,1,0,0,0,0,2,1,0,19,19,3
"4532","IND",2011,"2011_09_ATL_IND","IND","ATL",7,31,0,0,2,0,1,0,0,0,0,0,1,1,0,19,19,3
"4533","IND",2011,"2011_16_HOU_IND","IND","HOU",19,16,1,0,2,0,1,4,0,0,1,0,0,1,0,19,19,3
"4534","IND",2011,"2011_12_CAR_IND","IND","CAR",19,27,2,1,0,0,1,2,0,0,1,1,2,0,0,19,19,3
"4535","IND",2011,"2011_07_IND_NO","NO","IND",62,7,2,0,2,0,1,0,1,0,0,1,1,2,0,19,19,3
"4536","IND",2011,"2011_06_IND_CIN","CIN","IND",27,17,3,0,1,0,2,1,1,0,1,1,1,2,0,19,19,3
"4537","IND",2011,"2011_13_IND_NE","NE","IND",31,24,3,0,1,0,3,1,0,0,2,1,1,1,0,19,19,3
"4538","IND",2011,"2011_14_IND_BAL","BAL","IND",24,10,1,4,1,0,1,1,0,0,1,0,1,0,0,19,19,3
"4539","IND",2011,"2011_04_IND_TB","TB","IND",24,17,2,0,1,0,2,1,0,0,2,0,0,1,0,19,19,3
"4540","IND",2011,"2011_05_KC_IND","IND","KC",24,28,3,1,1,0,3,1,0,0,2,1,0,0,0,19,19,3
"4541","IND",2011,"2011_01_IND_HOU","HOU","IND",34,7,2,1,1,0,1,0,1,0,1,0,0,2,0,19,19,3
"4542","IND",2011,"2011_17_IND_JAX","JAX","IND",19,13,1,1,1,0,1,2,0,0,1,0,2,1,0,19,19,3
"4543","IND",2011,"2011_02_CLE_IND","IND","CLE",19,27,1,0,0,0,1,4,0,0,1,0,1,1,0,19,19,3
"4544","IND",2011,"2011_08_IND_TEN","TEN","IND",27,10,2,2,2,0,1,1,0,0,0,1,2,0,0,19,19,3
"4545","IND",2011,"2011_15_TEN_IND","IND","TEN",27,13,2,0,1,0,3,2,0,0,1,1,0,1,0,19,19,3
"4546","IND",2011,"2011_03_PIT_IND","IND","PIT",20,23,2,0,3,0,2,2,1,0,0,1,0,1,0,19,19,3
"4547","IND",2012,"2012_06_IND_NYJ","NYJ","IND",35,9,0,0,2,0,0,3,0,0,0,0,2,2,0,8,13,2
"4548","IND",2012,"2012_10_IND_JAX","JAX","IND",10,27,2,1,2,0,3,2,0,0,0,2,1,1,0,8,13,2
"4549","IND",2012,"2012_05_GB_IND","IND","GB",30,27,3,1,2,0,1,3,0,1,2,1,1,0,0,8,13,2
"4550","IND",2012,"2012_12_BUF_IND","IND","BUF",20,13,1,0,2,0,2,2,0,0,1,0,1,0,0,8,13,2
"4551","IND",2012,"2012_02_MIN_IND","IND","MIN",23,20,2,0,0,0,2,3,0,0,2,0,0,0,0,8,13,2
"4552","IND",2012,"2012_07_CLE_IND","IND","CLE",17,13,2,1,1,0,2,1,0,0,0,2,0,1,0,8,13,2
"4553","IND",2012,"2012_16_IND_KC","KC","IND",13,20,1,0,3,0,2,2,0,0,1,0,0,0,0,8,13,2
"4554","IND",2012,"2012_17_HOU_IND","IND","HOU",28,16,4,0,2,0,4,0,1,0,2,1,0,0,0,8,13,2
"4555","IND",2012,"2012_13_IND_DET","DET","IND",33,35,5,2,1,0,5,0,0,0,4,1,3,0,0,8,13,2
"4556","IND",2012,"2012_08_IND_TEN","TEN","IND",13,19,2,1,0,0,1,2,0,0,1,1,1,0,0,8,13,2
"4557","IND",2012,"2012_11_IND_NE","NE","IND",59,24,6,0,1,0,3,1,3,0,2,1,3,1,0,8,13,2
"4558","IND",2012,"2012_14_TEN_IND","IND","TEN",27,23,3,0,2,0,3,2,1,0,1,1,2,0,0,8,13,2
"4559","IND",2012,"2012_01_IND_CHI","CHI","IND",41,21,2,2,2,0,3,0,0,0,1,1,3,2,0,8,13,2
"4560","IND",2012,"2012_09_MIA_IND","IND","MIA",23,20,2,0,1,0,2,3,0,0,2,0,0,0,0,8,13,2
"4561","IND",2012,"2012_03_JAX_IND","IND","JAX",17,22,2,0,2,0,2,1,0,0,2,0,1,0,0,8,13,2
"4562","IND",2012,"2012_15_IND_HOU","HOU","IND",29,17,3,0,3,0,2,1,0,0,2,0,0,1,0,8,13,2
"4563","IND",2013,"2013_02_MIA_IND","IND","MIA",20,24,2,1,1,0,2,2,0,0,1,1,1,0,0,16,17,3
"4564","IND",2013,"2013_04_IND_JAX","JAX","IND",3,37,3,0,0,0,4,3,0,0,2,1,1,0,0,16,17,3
"4565","IND",2013,"2013_06_IND_SD","LAC","IND",19,9,0,0,2,0,0,3,0,0,0,0,1,0,0,16,17,3
"4566","IND",2013,"2013_01_OAK_IND","IND","LV",21,17,3,1,1,0,3,0,0,0,2,1,0,0,0,16,17,3
"4567","IND",2013,"2013_16_IND_KC","KC","IND",7,23,2,1,1,0,2,3,0,0,1,1,0,0,0,16,17,3
"4568","IND",2013,"2013_14_IND_CIN","CIN","IND",42,28,4,0,4,0,4,0,0,0,4,0,0,0,0,16,17,3
"4569","IND",2013,"2013_05_SEA_IND","IND","SEA",34,28,3,0,0,0,2,2,0,1,2,1,0,1,1,16,17,3
"4570","IND",2013,"2013_15_HOU_IND","IND","HOU",25,3,2,1,2,0,2,3,0,0,2,0,1,0,0,16,17,3
"4571","IND",2013,"2013_13_TEN_IND","IND","TEN",22,14,1,1,1,0,1,5,0,0,0,1,1,0,0,16,17,3
"4572","IND",2013,"2013_11_IND_TEN","TEN","IND",27,30,3,0,1,0,3,3,0,0,0,3,0,0,0,16,17,3
"4573","IND",2013,"2013_17_JAX_IND","IND","JAX",30,10,3,1,3,0,3,3,0,0,1,2,0,0,0,16,17,3
"4574","IND",2013,"2013_07_DEN_IND","IND","DEN",39,33,4,0,6,0,4,3,0,0,3,1,0,2,0,16,17,3
"4575","IND",2013,"2013_12_IND_ARI","ARI","IND",40,11,2,2,0,0,0,1,1,1,1,0,1,0,0,16,17,3
"4576","IND",2013,"2013_09_IND_HOU","HOU","IND",24,27,3,0,2,0,1,2,0,1,3,0,0,0,0,16,17,3
"4577","IND",2013,"2013_03_IND_SF","SF","IND",7,27,3,0,3,0,3,2,0,0,0,3,0,0,0,16,17,3
"4578","IND",2013,"2013_10_STL_IND","IND","LA",8,38,3,2,0,0,0,0,2,1,1,0,4,1,0,16,17,3
"4579","IND",2014,"2014_13_WAS_IND","IND","WAS",49,27,6,0,1,0,7,0,0,0,5,1,1,2,0,19,18,3
"4580","IND",2014,"2014_15_HOU_IND","IND","HOU",17,10,3,0,4,0,2,1,1,0,2,0,1,1,0,19,18,3
"4581","IND",2014,"2014_05_BAL_IND","IND","BAL",20,13,2,1,2,0,2,2,0,0,1,1,2,2,0,19,18,3
"4582","IND",2014,"2014_08_IND_PIT","PIT","IND",51,34,5,0,0,0,4,2,1,0,3,1,2,0,1,19,18,3
"4583","IND",2014,"2014_11_NE_IND","IND","NE",20,42,2,3,2,0,2,2,0,0,2,0,1,0,0,19,18,3
"4584","IND",2014,"2014_12_JAX_IND","IND","JAX",23,3,2,0,2,0,2,3,0,0,1,1,0,3,0,19,18,3
"4585","IND",2014,"2014_02_PHI_IND","IND","PHI",27,30,3,1,1,0,3,2,0,0,3,0,1,1,0,19,18,3
"4586","IND",2014,"2014_16_IND_DAL","DAL","IND",42,7,1,1,0,0,1,0,0,0,1,0,2,1,0,19,18,3
"4587","IND",2014,"2014_04_TEN_IND","IND","TEN",41,17,5,0,3,0,5,2,0,0,4,1,1,0,0,19,18,3
"4588","IND",2014,"2014_09_IND_NYG","NYG","IND",24,40,4,0,3,0,4,4,0,0,4,0,0,0,0,19,18,3
"4589","IND",2014,"2014_03_IND_JAX","JAX","IND",17,44,4,1,2,0,5,3,0,0,4,0,0,0,0,19,18,3
"4590","IND",2014,"2014_07_CIN_IND","IND","CIN",27,0,3,0,2,0,3,2,0,0,2,1,0,2,0,19,18,3
"4591","IND",2014,"2014_14_IND_CLE","CLE","IND",24,25,5,1,2,0,1,2,2,0,2,1,2,2,0,19,18,3
"4592","IND",2014,"2014_06_IND_HOU","HOU","IND",28,33,5,0,3,0,3,2,1,0,3,1,1,1,0,19,18,3
"4593","IND",2014,"2014_01_IND_DEN","DEN","IND",31,24,3,4,0,0,3,1,0,0,2,1,2,0,0,19,18,3
"4594","IND",2014,"2014_17_IND_TEN","TEN","IND",10,27,3,3,3,0,3,2,0,0,3,0,0,0,0,19,18,3
"4595","IND",2015,"2015_11_IND_ATL","ATL","IND",21,24,2,0,2,0,3,1,0,0,2,0,2,1,0,18,17,3
"4596","IND",2015,"2015_03_IND_TEN","TEN","IND",33,35,4,1,1,0,5,0,0,0,2,2,2,0,0,18,17,3
"4597","IND",2015,"2015_08_IND_CAR","CAR","IND",29,26,2,1,2,0,2,4,0,0,2,0,3,1,0,18,17,3
"4598","IND",2015,"2015_04_JAX_IND","IND","JAX",16,13,1,0,2,0,1,3,0,0,1,0,0,2,0,18,17,3
"4599","IND",2015,"2015_07_NO_IND","IND","NO",21,27,3,0,1,0,3,0,0,0,3,0,2,1,0,18,17,3
"4600","IND",2015,"2015_15_HOU_IND","IND","HOU",10,16,1,0,5,0,1,1,0,0,1,0,1,1,0,18,17,3
"4601","IND",2015,"2015_17_TEN_IND","IND","TEN",30,24,2,0,2,0,3,3,0,0,2,0,1,0,0,18,17,3
"4602","IND",2015,"2015_05_IND_HOU","HOU","IND",20,27,3,1,2,0,3,2,0,0,2,1,0,0,0,18,17,3
"4603","IND",2015,"2015_16_IND_MIA","MIA","IND",12,18,2,0,1,0,1,1,0,0,0,2,0,0,0,18,17,3
"4604","IND",2015,"2015_12_TB_IND","IND","TB",25,12,2,0,2,0,1,4,0,0,2,0,0,0,0,18,17,3
"4605","IND",2015,"2015_14_IND_JAX","JAX","IND",51,16,2,2,1,0,1,3,2,0,0,0,1,1,0,18,17,3
"4606","IND",2015,"2015_09_DEN_IND","IND","DEN",27,24,4,0,1,0,3,2,1,0,2,1,0,0,0,18,17,3
"4607","IND",2015,"2015_02_NYJ_IND","IND","NYJ",7,20,1,0,1,0,1,0,0,0,1,0,3,2,0,18,17,3
"4608","IND",2015,"2015_13_IND_PIT","PIT","IND",45,10,2,3,2,0,1,1,1,0,1,0,2,1,0,18,17,3
"4609","IND",2015,"2015_01_IND_BUF","BUF","IND",27,14,2,2,0,0,0,0,0,1,2,0,2,0,0,18,17,3
"4610","IND",2015,"2015_06_NE_IND","IND","NE",27,34,3,3,3,0,3,0,0,0,3,0,0,0,0,18,17,3
"4611","IND",2016,"2016_06_IND_HOU","HOU","IND",26,23,2,1,3,0,2,3,0,0,1,1,1,0,0,20,19,3
"4612","IND",2016,"2016_09_IND_GB","GB","IND",26,31,4,0,0,0,4,1,1,0,1,2,2,0,0,20,19,3
"4613","IND",2016,"2016_08_KC_IND","IND","KC",14,30,2,2,1,0,2,0,0,0,2,0,1,1,0,20,19,3
"4614","IND",2016,"2016_12_PIT_IND","IND","PIT",7,28,1,4,0,0,1,0,0,0,1,0,2,0,0,20,19,3
"4615","IND",2016,"2016_11_TEN_IND","IND","TEN",24,17,3,1,2,0,3,1,0,0,2,1,1,0,0,20,19,3
"4616","IND",2016,"2016_03_SD_IND","IND","LAC",26,22,4,1,3,0,2,2,1,0,1,2,1,1,0,20,19,3
"4617","IND",2016,"2016_15_IND_MIN","MIN","IND",6,34,4,1,2,0,4,2,0,0,2,2,0,0,0,20,19,3
"4618","IND",2016,"2016_07_IND_TEN","TEN","IND",26,34,3,0,0,0,4,2,0,0,3,0,0,0,0,20,19,3
"4619","IND",2016,"2016_13_IND_NYJ","NYJ","IND",10,41,5,1,2,0,5,2,0,0,4,1,0,1,0,20,19,3
"4620","IND",2016,"2016_17_JAX_IND","IND","JAX",24,20,3,1,2,0,3,1,0,0,2,1,1,1,0,20,19,3
"4621","IND",2016,"2016_01_DET_IND","IND","DET",35,39,4,0,1,0,3,2,0,1,4,0,0,0,1,20,19,3
"4622","IND",2016,"2016_02_IND_DEN","DEN","IND",34,20,4,1,1,0,2,2,2,0,1,1,1,1,0,20,19,3
"4623","IND",2016,"2016_14_HOU_IND","IND","HOU",17,22,2,1,0,0,2,1,0,0,2,0,2,1,0,20,19,3
"4624","IND",2016,"2016_04_IND_JAX","JAX","IND",30,27,3,2,0,0,3,2,0,0,2,1,1,0,0,20,19,3
"4625","IND",2016,"2016_05_CHI_IND","IND","CHI",29,23,2,1,2,0,2,5,0,0,2,0,0,0,0,20,19,3
"4626","IND",2016,"2016_16_IND_OAK","LV","IND",33,25,3,1,0,0,2,1,0,1,2,1,2,1,0,20,19,3
"4627","IND",2017,"2017_02_ARI_IND","IND","ARI",13,16,1,0,3,0,1,2,0,0,0,1,1,0,0,18,13,1
"4628","IND",2017,"2017_07_JAX_IND","IND","JAX",0,27,0,3,4,0,0,0,0,0,0,0,0,0,0,18,13,1
"4629","IND",2017,"2017_12_TEN_IND","IND","TEN",16,20,1,0,1,0,1,3,0,0,0,1,0,1,0,18,13,1
"4630","IND",2017,"2017_04_IND_SEA","SEA","IND",46,18,4,0,2,0,1,1,2,0,1,1,1,1,0,18,13,1
"4631","IND",2017,"2017_16_IND_BAL","BAL","IND",23,16,1,2,0,0,1,3,0,0,1,0,0,0,0,18,13,1
"4632","IND",2017,"2017_14_IND_BUF","BUF","IND",13,7,1,4,2,0,1,0,0,0,1,0,0,0,0,18,13,1
"4633","IND",2017,"2017_10_PIT_IND","IND","PIT",17,20,2,0,2,0,2,1,0,0,2,0,1,0,0,18,13,1
"4634","IND",2017,"2017_17_HOU_IND","IND","HOU",22,13,2,0,3,0,2,2,0,0,1,1,0,0,0,18,13,1
"4635","IND",2017,"2017_06_IND_TEN","TEN","IND",36,22,1,1,0,0,1,3,0,0,1,0,0,1,0,18,13,1
"4636","IND",2017,"2017_03_CLE_IND","IND","CLE",31,28,4,0,2,0,4,1,0,0,1,3,0,1,0,18,13,1
"4637","IND",2017,"2017_15_DEN_IND","IND","DEN",13,25,1,1,2,0,1,2,0,0,0,1,0,0,0,18,13,1
"4638","IND",2017,"2017_05_SF_IND","IND","SF",26,23,2,0,4,0,2,4,0,0,0,2,1,0,0,18,13,1
"4639","IND",2017,"2017_09_IND_HOU","HOU","IND",14,20,3,0,1,0,2,2,1,0,2,0,0,1,0,18,13,1
"4640","IND",2017,"2017_13_IND_JAX","JAX","IND",30,10,1,4,0,0,1,1,0,0,1,0,2,0,0,18,13,1
"4641","IND",2017,"2017_01_IND_LA","LA","IND",46,9,3,1,2,0,0,1,2,0,0,1,2,2,1,18,13,1
"4642","IND",2017,"2017_08_IND_CIN","CIN","IND",24,23,3,1,0,0,2,3,1,0,2,0,1,1,0,18,13,1
"4643","IND",2018,"2018_12_MIA_IND","IND","MIA",27,24,3,2,1,0,3,2,0,0,3,0,2,1,0,21,19,3
"4644","IND",2018,"2018_04_HOU_IND","IND","HOU",34,37,5,1,2,0,2,2,1,1,4,0,0,2,0,21,19,3
"4645","IND",2018,"2018_11_TEN_IND","IND","TEN",38,10,5,0,3,0,5,1,0,0,3,2,0,0,0,21,19,3
"4646","IND",2018,"2018_07_BUF_IND","IND","BUF",37,5,5,2,2,0,2,1,0,1,4,1,0,0,1,21,19,3
"4647","IND",2018,"2018_10_JAX_IND","IND","JAX",29,26,4,0,1,0,3,0,0,1,3,1,1,0,0,21,19,3
"4648","IND",2018,"2018_03_IND_PHI","PHI","IND",20,16,1,2,2,0,1,3,0,0,1,0,0,0,0,21,19,3
"4649","IND",2018,"2018_08_IND_OAK","LV","IND",28,42,5,0,0,0,4,2,0,1,3,2,0,0,0,21,19,3
"4650","IND",2018,"2018_16_NYG_IND","IND","NYG",28,27,4,0,3,0,4,0,0,0,2,2,1,0,0,21,19,3
"4651","IND",2018,"2018_17_IND_TEN","TEN","IND",17,33,5,1,2,0,3,2,1,0,3,1,1,2,0,21,19,3
"4652","IND",2018,"2018_02_IND_WAS","WAS","IND",9,21,3,0,1,0,3,0,0,0,2,1,2,0,0,21,19,3
"4653","IND",2018,"2018_13_IND_JAX","JAX","IND",6,0,0,3,3,0,0,0,0,0,0,0,1,1,0,21,19,3
"4654","IND",2018,"2018_15_DAL_IND","IND","DAL",23,0,2,0,1,0,2,3,0,0,0,2,0,1,0,21,19,3
"4655","IND",2018,"2018_01_CIN_IND","IND","CIN",23,34,3,0,0,0,2,3,1,0,2,0,1,1,0,21,19,3
"4656","IND",2018,"2018_14_IND_HOU","HOU","IND",21,24,3,0,2,0,3,1,0,0,2,1,1,0,0,21,19,3
"4657","IND",2018,"2018_06_IND_NYJ","NYJ","IND",42,34,5,1,0,0,4,2,1,0,4,0,3,1,0,21,19,3
"4658","IND",2018,"2018_05_IND_NE","NE","IND",38,24,3,3,1,0,3,1,0,0,3,0,2,1,0,21,19,3
"4659","IND",2019,"2019_11_JAX_IND","IND","JAX",33,13,4,2,0,0,4,1,0,0,1,3,1,0,0,26,20,3
"4660","IND",2019,"2019_04_OAK_IND","IND","LV",24,31,4,3,2,0,3,1,1,0,3,0,1,1,0,26,20,3
"4661","IND",2019,"2019_07_HOU_IND","IND","HOU",30,23,4,1,2,0,4,0,0,0,4,0,0,1,0,26,20,3
"4662","IND",2019,"2019_10_MIA_IND","IND","MIA",12,16,1,2,1,0,0,2,0,0,1,0,3,0,0,26,20,3
"4663","IND",2019,"2019_15_IND_NO","NO","IND",34,7,1,2,2,0,1,0,0,0,0,1,0,0,0,26,20,3
"4664","IND",2019,"2019_03_ATL_IND","IND","ATL",27,24,3,0,0,0,3,2,0,0,2,1,0,0,0,26,20,3
"4665","IND",2019,"2019_09_IND_PIT","PIT","IND",26,24,4,3,1,0,1,1,1,0,3,0,1,2,0,26,20,3
"4666","IND",2019,"2019_12_IND_HOU","HOU","IND",20,17,2,1,3,0,2,1,0,0,0,2,0,0,0,26,20,3
"4667","IND",2019,"2019_08_DEN_IND","IND","DEN",15,13,1,0,2,0,0,3,0,0,0,1,0,1,0,26,20,3
"4668","IND",2019,"2019_17_IND_JAX","JAX","IND",38,20,3,1,3,0,2,2,1,0,0,2,0,2,0,26,20,3
