season,away_team,posteam,X,game_id,home_team,home_score,away_score,touchdown,fourth_down_attempt,punt_inside_twenty,own_kickoff_recovery,extra_point_good,field_goal_made,return_touchdown,two_point_success,pass_touchdown,rush_touchdown,interception,fumble_lost,safety,offensive_retention,defensive_retention,special_retention,ishome,win,win_last,win_sum_3_current_full_window,win_sum_5_current_full_window,win_3_last,win_5_last,win_last_home,win_last_away,win_streak_ending_current_game,win_streak,punt_inside_twenty_last,punt_inside_twenty_sum_3_current_full_window,punt_inside_twenty_sum_5_current_full_window,punt_inside_twenty_3_last,punt_inside_twenty_5_last,exp_good_last,exp_good_sum_3_current_full_window,exp_good_sum_5_current_full_window,exp_good_3_last,exp_good_5_last,field_goal_last,field_goal_sum_3_current_full_window,field_goal_sum_5_current_full_window,field_goal_3_last,field_goal_5_last,ret_td_last,ret_td_sum_3_current_full_window,ret_td_sum_5_current_full_window,ret_td_3_last,ret_td_5_last,twop_last,twop_sum_3_current_full_window,twop_sum_5_current_full_window,twop_3_last,twop_5_last,pass_td_last,pass_td_sum_3_current_full_window,pass_td_sum_5_current_full_window,pass_td_3_last,pass_td_5_last,rush_td_last,rush_td_sum_3_current_full_window,rush_td_sum_5_current_full_window,rush_td_3_last,rush_td_5_last,int_last,int_sum_3_current_full_window,int_sum_5_current_full_window,int_3_last,int_5_last,fumble_last,fumble_sum_3_current_full_window,fumble_sum_5_current_full_window,fumble_3_last,fumble_5_last,safety_last,safety_sum_3_current_full_window,safety_sum_5_current_full_window,safety_3_last,safety_5_last,off_ret,def_ret,spec_ret,opponent,new_qb,new_coach,game_id_away,off_ret_away,def_ret_away,spec_ret_away,new_coach_away,touchdown_away,extra_point_good_away,field_goal_made_away,two_point_success_away
2008,CLE,PIT,8907,2008_17_CLE_PIT,PIT,31,0,3,0,1,0,4,1,0,0,0,3,1,0,0,19,21,2,1,1,0,2,4,2,4,0,1,1,0,2,3,5,4,5,2,7,12,5,11,0,3,9,4,10,1,1,1,1,1,0,0,0,0,0,2,3,6,4,7,0,3,4,0,3,2,3,4,2,3,2,4,7,7,7,0,0,0,0,0,19,21,2,CLE,NA,NA,2008_17_CLE_PIT,20,15,3,NA,1,0,0,0
2008,DAL,PHI,8570,2008_17_DAL_PHI,PHI,44,6,3,0,0,0,5,3,0,0,2,1,0,1,0,25,17,3,1,1,0,2,4,2,3,0,1,1,0,1,2,6,4,8,0,8,16,5,12,1,7,11,6,8,0,1,1,1,3,0,0,0,0,0,0,4,9,3,7,0,1,4,1,3,0,3,3,3,7,1,2,2,1,2,0,0,0,0,1,25,17,3,DAL,NA,NA,2008_11_DAL_WAS,20,21,3,NA,2,2,0,0
2008,DEN,LAC,5852,2008_17_DEN_SD,LAC,52,21,7,2,0,0,7,1,0,0,2,5,0,0,0,19,22,3,1,1,1,3,4,3,3,1,0,4,3,1,3,5,4,6,5,13,18,10,13,2,4,7,5,8,0,0,0,0,0,0,0,0,0,0,4,8,11,9,11,0,6,8,2,3,0,1,1,1,1,0,2,3,2,4,0,0,1,0,1,19,22,3,DEN,NA,NA,2008_13_DEN_NYJ,17,15,2,NA,3,4,2,0
2008,DET,GB,3813,2008_17_DET_GB,GB,31,21,4,2,2,0,4,1,0,0,3,1,0,1,0,18,23,1,1,1,0,1,1,0,0,0,1,1,0,1,4,7,5,5,2,7,12,6,11,1,5,8,4,7,0,0,0,0,0,0,0,1,0,2,2,6,11,5,10,0,1,2,1,3,1,2,4,3,7,0,1,3,1,2,0,0,0,0,0,18,23,1,DET,NA,NA,2008_17_DET_GB,17,16,3,NA,3,3,0,0
2008,JAX,BAL,748,2008_17_JAX_BAL,BAL,27,7,3,0,1,0,3,2,0,0,0,3,0,0,0,16,17,3,1,1,1,2,4,2,4,1,0,2,1,2,7,14,9,16,3,6,13,6,14,4,9,12,8,12,0,0,0,0,0,0,0,0,0,0,1,1,5,2,7,2,5,6,3,4,0,2,3,3,3,1,1,2,2,2,0,0,0,0,0,16,17,3,JAX,NA,NA,2008_13_JAX_HOU,24,18,3,NA,2,2,1,0
2008,KC,CIN,2108,2008_17_KC_CIN,CIN,16,6,1,1,2,0,1,3,0,0,0,1,0,0,0,19,17,3,1,1,1,3,3,2,2,1,0,3,2,3,6,10,5,10,2,5,5,4,5,0,5,7,3,5,0,0,2,1,2,0,0,0,0,0,1,2,2,2,3,0,2,2,1,1,0,0,4,3,5,1,1,2,2,3,0,0,0,0,0,19,17,3,KC,NA,NA,2008_10_KC_SD,14,15,2,NA,3,1,0,0
2008,MIA,NYJ,8230,2008_17_MIA_NYJ,NYJ,17,24,3,0,1,0,0,1,1,1,1,1,3,1,0,18,21,3,1,0,0,1,1,1,2,0,1,0,0,3,4,7,4,7,0,4,8,6,12,1,3,4,2,5,0,1,2,0,1,0,1,1,0,0,0,2,2,1,3,0,3,7,4,8,2,7,9,5,7,0,1,2,0,2,0,0,0,0,0,18,21,3,MIA,NA,NA,2008_17_MIA_NYJ,11,15,2,NA,2,3,1,0
2008,NE,BUF,1096,2008_17_NE_BUF,BUF,0,13,0,2,1,0,0,0,0,0,0,0,0,1,0,20,20,2,1,0,1,1,1,1,2,1,0,0,1,1,4,6,4,6,3,6,6,6,12,3,5,7,6,11,0,1,1,1,1,0,0,0,0,0,1,2,2,2,4,2,4,4,4,7,0,3,4,4,4,0,2,4,2,3,0,0,0,0,0,20,20,2,NE,NA,NA,2008_15_NE_OAK,23,20,3,NA,7,7,0,0
2008,NYG,MIN,6873,2008_17_NYG_MIN,MIN,20,19,2,1,2,0,2,2,0,0,1,1,1,0,0,19,18,3,1,1,0,2,4,2,4,0,1,1,0,0,2,3,0,3,2,9,15,9,16,1,3,7,3,8,0,0,0,0,0,0,0,0,0,0,2,7,9,7,8,0,1,5,1,6,0,1,4,2,4,3,4,4,4,4,0,0,0,0,1,19,18,3,NYG,NA,NA,2008_13_NYG_WAS,22,17,2,NA,2,2,3,0
2008,LV,TB,9937,2008_17_OAK_TB,TB,24,31,3,2,0,0,3,1,0,0,1,2,1,0,0,19,20,3,1,0,0,0,1,0,2,0,1,0,0,1,5,9,6,9,3,7,11,6,13,1,3,7,3,7,1,1,1,1,2,0,0,0,0,0,1,3,6,4,7,2,4,6,3,5,2,4,4,3,3,1,1,2,1,4,0,0,0,0,0,19,20,3,LV,NA,NA,2008_14_OAK_SD,17,18,3,NA,1,1,0,0
2008,SEA,ARI,76,2008_17_SEA_ARI,ARI,34,21,4,0,2,0,4,2,0,0,4,0,1,1,0,19,17,2,1,1,0,1,2,1,1,0,1,1,0,1,5,7,5,6,1,7,13,7,11,0,2,4,2,5,0,1,1,1,1,0,0,0,0,0,1,6,10,3,7,0,0,1,1,3,1,3,7,3,7,1,3,5,2,5,0,0,0,0,0,19,17,2,SEA,NA,NA,2008_15_SEA_STL,18,21,1,NA,1,2,3,0
2008,LA,ATL,419,2008_17_STL_ATL,ATL,31,27,4,0,0,0,4,1,0,0,1,3,2,1,0,18,13,2,1,1,1,3,4,2,4,1,0,3,2,2,4,6,5,6,3,8,12,6,14,1,4,7,4,7,0,0,1,0,1,0,0,1,1,1,1,2,5,2,4,1,5,7,4,9,0,4,5,3,3,1,3,5,2,5,0,0,0,0,0,18,13,2,LA,NA,NA,2008_06_STL_WAS,19,19,2,NA,0,1,4,0
2008,TEN,IND,4490,2008_17_TEN_IND,IND,23,0,2,0,2,0,2,3,0,0,1,0,0,0,0,16,20,3,1,1,1,3,5,3,5,1,0,9,8,2,7,7,5,8,4,10,16,13,16,1,5,6,2,6,0,0,0,0,0,0,0,0,0,0,3,5,8,7,9,0,3,4,4,4,0,0,2,0,3,0,0,2,1,2,0,0,0,0,0,16,20,3,TEN,NA,NA,2008_11_TEN_JAX,19,17,4,NA,3,3,1,0
2008,WAS,SF,9588,2008_17_WAS_SF,SF,27,24,3,0,1,0,3,2,0,0,1,2,1,0,0,16,20,3,1,1,1,2,4,2,3,1,0,2,1,1,2,6,2,5,2,5,9,5,7,1,6,8,5,9,0,0,0,0,0,0,0,0,0,0,2,3,6,4,7,0,2,2,0,0,3,4,5,4,5,1,1,3,2,4,0,0,0,0,1,16,20,3,WAS,NA,NA,2008_12_WAS_SEA,18,19,2,NA,2,2,2,0
2009,BUF,NE,7225,2009_01_BUF_NE,NE,25,24,4,2,0,0,1,2,1,0,2,1,1,0,0,17,14,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,14,2,BUF,0,1,2009_06_BUF_NYJ,19,22,2,0,1,1,3,0
2009,CHI,GB,3827,2009_01_CHI_GB,GB,21,15,2,0,1,0,1,2,0,1,1,1,0,0,1,21,21,3,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,3,CHI,1,0,2009_07_CHI_CIN,16,22,3,0,1,1,1,0
2009,DAL,TB,9951,2009_01_DAL_TB,TB,21,34,3,2,2,0,3,0,0,0,1,2,0,0,0,18,19,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,19,1,DAL,1,1,2009_01_DAL_TB,20,15,3,0,4,4,2,0
2009,DEN,CIN,2120,2009_01_DEN_CIN,CIN,7,12,1,2,5,0,1,0,0,0,0,1,2,0,0,17,19,2,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,19,2,DEN,0,0,2009_13_DEN_KC,12,11,2,1,4,5,3,0
2009,DET,NO,7567,2009_01_DET_NO,NO,45,27,7,0,0,0,6,1,1,0,6,0,1,1,0,22,20,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,20,1,DET,1,1,2009_10_DET_MIN,13,9,3,1,1,1,1,0
2009,JAX,IND,4513,2009_01_JAX_IND,IND,14,12,2,2,2,0,2,0,0,0,1,1,1,1,0,20,22,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,22,2,JAX,0,1,2009_16_JAX_NE,14,15,2,0,1,1,0,0
2009,KC,BAL,763,2009_01_KC_BAL,BAL,38,24,6,1,1,0,5,1,0,0,3,2,1,0,0,17,19,3,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,19,3,KC,1,1,2009_10_KC_OAK,16,17,2,1,1,1,3,0
2009,MIA,ATL,429,2009_01_MIA_ATL,ATL,19,7,2,0,1,0,1,2,0,0,2,0,0,0,0,18,17,3,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,17,3,MIA,1,1,2009_12_MIA_BUF,17,20,3,1,2,2,0,0
2009,MIN,CLE,2470,2009_01_MIN_CLE,CLE,20,34,1,1,2,0,2,2,0,0,1,0,1,1,0,13,15,3,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,15,3,MIN,1,1,2009_05_MIN_STL,17,19,3,0,4,5,1,0
2009,NYJ,HOU,4173,2009_01_NYJ_HOU,HOU,7,24,0,1,1,0,1,0,0,0,0,0,1,1,0,20,19,3,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,19,3,NYJ,0,0,2009_11_NYJ_NE,21,19,2,0,2,2,0,0
2009,PHI,CAR,1453,2009_01_PHI_CAR,CAR,10,38,3,3,0,0,1,1,2,0,0,1,5,2,0,19,19,3,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,19,3,PHI,1,0,2009_17_PHI_DAL,16,19,3,0,0,0,0,0
2009,LAC,LV,6206,2009_01_SD_OAK,LV,20,24,2,1,2,0,2,2,0,0,1,1,2,1,0,20,19,3,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,19,3,LAC,0,0,2009_14_SD_DAL,23,19,3,0,2,2,2,0
2009,SF,ARI,89,2009_01_SF_ARI,ARI,16,20,1,1,1,0,1,3,0,0,1,0,2,0,0,18,20,2,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,20,2,SF,0,0,2009_03_SF_MIN,18,20,3,0,2,3,1,0
2009,LA,SEA,9262,2009_01_STL_SEA,SEA,28,0,4,0,2,0,4,0,0,0,3,1,2,1,0,16,19,3,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,19,3,LA,0,1,2009_01_STL_SEA,14,15,3,1,0,0,0,0
2009,TEN,PIT,8920,2009_01_TEN_PIT,PIT,13,10,1,0,4,0,1,2,0,0,1,0,2,1,0,17,21,3,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,21,3,TEN,1,1,2009_01_TEN_PIT,18,20,3,0,1,1,1,0
2009,WAS,NYG,7911,2009_01_WAS_NYG,NYG,23,17,1,1,0,0,2,3,0,0,1,0,1,1,0,20,18,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,18,2,WAS,1,0,2009_03_WAS_DET,20,18,2,1,2,2,0,0
2009,ARI,JAX,4854,2009_02_ARI_JAX,JAX,17,31,3,2,1,0,2,1,0,0,2,0,1,3,0,14,15,2,1,0,0,NA,NA,NA,NA,0,1,0,0,2,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,14,15,2,ARI,0,0,2009_15_ARI_DET,18,20,2,0,5,4,1,0
2009,BAL,LAC,5861,2009_02_BAL_SD,LAC,26,31,2,2,1,0,2,4,0,0,2,0,2,0,0,23,19,3,1,0,1,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,23,19,3,BAL,0,0,2009_13_BAL_GB,17,19,3,1,2,2,0,0
2009,CAR,ATL,428,2009_02_CAR_ATL,ATL,28,20,4,2,1,0,4,0,0,0,3,1,1,1,0,18,17,3,1,1,1,NA,NA,NA,NA,1,0,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,18,17,3,CAR,1,1,2009_08_CAR_ARI,19,19,3,0,3,4,2,0
2009,CIN,GB,3823,2009_02_CIN_GB,GB,24,31,2,0,1,0,3,1,0,0,1,1,0,1,0,21,21,3,1,0,1,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,21,21,3,CIN,1,0,2009_14_CIN_MIN,17,19,2,0,1,1,1,0
2009,CLE,DEN,3144,2009_02_CLE_DEN,DEN,27,6,3,1,1,0,3,2,0,0,1,2,0,1,0,12,11,2,1,1,1,NA,NA,NA,NA,1,0,2,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,12,11,2,CLE,1,1,2009_05_CLE_BUF,13,15,3,1,0,0,2,0
2009,HOU,TEN,10288,2009_02_HOU_TEN,TEN,31,34,4,1,1,0,4,1,0,0,2,2,1,1,0,18,20,3,1,0,0,NA,NA,NA,NA,0,1,0,0,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,18,20,3,HOU,0,0,2009_08_HOU_BUF,20,19,3,0,3,2,3,1
2009,IND,MIA,6554,2009_02_IND_MIA,MIA,23,27,2,1,1,0,2,3,0,0,0,2,1,0,0,17,20,3,1,0,0,NA,NA,NA,NA,0,1,0,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,0,NA,NA,NA,NA,17,20,3,IND,1,1,2009_12_IND_HOU,20,22,2,1,4,5,0,0
2009,MIN,DET,3490,2009_02_MIN_DET,DET,13,27,1,2,1,0,1,2,0,0,1,0,2,1,0,13,9,3,1,0,0,NA,NA,NA,NA,0,1,0,0,2,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,13,9,3,MIN,1,1,2009_07_MIN_PIT,17,19,3,0,4,2,1,0
2009,NE,NYJ,8245,2009_02_NE_NYJ,NYJ,16,9,1,0,1,0,1,3,0,0,1,0,0,1,0,21,19,2,1,1,1,NA,NA,NA,NA,1,0,2,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,21,19,2,NE,0,0,2009_10_NE_IND,17,14,2,1,4,4,2,0
2009,NO,PHI,8590,2009_02_NO_PHI,PHI,22,48,3,2,0,0,2,2,1,0,2,0,3,1,0,16,19,3,1,0,1,NA,NA,NA,NA,1,0,0,1,2,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,16,19,3,NO,0,0,2009_14_NO_ATL,22,20,1,1,3,2,2,0
2009,NYG,DAL,2805,2009_02_NYG_DAL,DAL,31,33,5,0,1,0,4,1,1,0,1,3,3,1,0,20,15,3,1,0,1,NA,NA,NA,NA,1,0,0,1,2,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,20,15,3,NYG,0,0,2009_08_NYG_PHI,20,18,2,0,2,2,1,0
2009,LV,KC,5191,2009_02_OAK_KC,KC,10,13,1,3,2,0,1,1,0,0,1,0,2,0,0,16,17,2,1,0,0,NA,NA,NA,NA,0,1,0,0,2,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,16,17,2,LV,1,1,2009_08_OAK_SD,20,19,3,0,1,1,3,0
2009,PIT,CHI,1782,2009_02_PIT_CHI,CHI,17,14,2,0,1,0,2,1,0,0,2,0,0,0,0,16,22,3,1,1,0,NA,NA,NA,NA,0,1,1,0,2,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,16,22,3,PIT,1,0,2009_14_PIT_CLE,17,21,3,1,0,0,2,0
2009,SEA,SF,9607,2009_02_SEA_SF,SF,23,10,2,0,1,0,2,3,0,0,0,2,0,0,0,18,20,3,1,1,1,NA,NA,NA,NA,1,0,2,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,18,20,3,SEA,0,0,2009_14_SEA_HOU,16,19,3,1,2,1,0,0
2009,LA,WAS,10628,2009_02_STL_WAS,WAS,9,7,0,2,0,0,0,3,0,0,0,0,0,1,0,20,18,2,1,1,0,NA,NA,NA,NA,0,1,1,0,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,20,18,2,LA,0,1,2009_01_STL_SEA,14,15,3,1,0,0,0,0
2009,TB,BUF,1115,2009_02_TB_BUF,BUF,33,20,2,1,0,0,3,4,0,0,2,0,1,1,0,19,22,2,1,1,0,NA,NA,NA,NA,0,1,1,0,2,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,19,22,2,TB,1,0,2009_15_TB_SEA,18,19,1,1,2,1,3,1
2009,ATL,NE,7229,2009_03_ATL_NE,NE,26,10,2,3,0,0,2,4,0,0,1,1,0,0,0,17,14,2,1,1,0,2,NA,NA,NA,0,1,1,0,2,2,NA,NA,NA,0,3,NA,NA,NA,3,9,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,NA,0,3,NA,NA,NA,0,2,NA,NA,NA,1,2,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,17,14,2,ATL,0,1,2009_08_ATL_NO,18,17,3,1,3,3,2,0
2009,CAR,DAL,2803,2009_03_CAR_DAL,DAL,21,7,1,0,5,0,1,2,0,1,0,1,0,0,0,20,15,3,1,1,0,2,NA,NA,NA,0,1,1,0,1,8,NA,NA,NA,4,9,NA,NA,NA,1,5,NA,NA,NA,1,1,NA,NA,NA,0,1,NA,NA,NA,1,4,NA,NA,NA,3,5,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,20,15,3,CAR,0,0,2009_02_CAR_ATL,19,19,3,0,2,2,2,0
2009,CHI,SEA,9263,2009_03_CHI_SEA,SEA,19,25,1,2,0,0,1,4,0,0,1,0,1,1,0,16,19,3,1,0,0,1,NA,NA,NA,0,1,0,0,1,3,NA,NA,NA,1,6,NA,NA,NA,1,5,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,1,5,NA,NA,NA,0,1,NA,NA,NA,1,4,NA,NA,NA,0,2,NA,NA,NA,0,0,NA,NA,NA,16,19,3,CHI,0,1,2009_10_CHI_SF,16,22,3,0,0,0,2,0
